lambda,seed,volatility,bound_fd,bound_chain,bound_jv,terminal_risk,initial_risk,max_risk,mean_gain,mean_hazard
0.08,2,6.930500280370618e-05,0.004031330085583803,4.537136698325813e-05,0.04481900579639682,0.15277701616287231,0.1449289321899414,0.1737486720085144,0.5392075311846849,0.43551813219184016
0.08,3,8.37490330860992e-05,0.003520083788549842,8.249176873774999e-05,0.05166229423641572,0.14862236380577087,0.1360589861869812,0.16296875476837158,0.6171633819254433,0.5019218627520912
0.08,4,6.466286433564236e-05,0.0046201916434677245,3.756821649637831e-05,0.04928289874812855,0.15545737743377686,0.13272374868392944,0.16437245905399323,0.5927020573034519,0.47887926326610647
0.08,5,6.65632309356485e-05,0.004065011911611023,3.275374305559957e-05,0.04901330056323728,0.16780275106430054,0.1520073115825653,0.16780275106430054,0.5905987722117726,0.47631022475632506
0.08,6,0.00013069017907938634,0.006870079698319212,7.296108803646173e-05,0.04737365100948438,0.1862509846687317,0.1551496684551239,0.1862509846687317,0.5678271418664513,0.4603360717833299
0.08,7,5.668764005431176e-05,0.005227134323119145,2.0742808207467692e-05,0.05344109128061321,0.16255009174346924,0.1553976833820343,0.16255009174346924,0.6428742510516469,0.5192978137229797
0.08,8,7.886820967946264e-05,0.002931022405631712,6.935856970092235e-05,0.04592437253534844,0.16248856484889984,0.15335506200790405,0.17764171957969666,0.5499515082778,0.4462364612905337
0.08,9,8.775481350677788e-05,0.0038624104139610566,7.443593931466503e-05,0.051382863162486504,0.16857179999351501,0.14545418322086334,0.1696871668100357,0.6175757864626442,0.4992505680723053
0.08,10,7.416932999443808e-05,0.00346460481892635,6.624562459164483e-05,0.05769786547535876,0.16137546300888062,0.14175091683864594,0.17270193994045258,0.6928626022687773,0.5605338467394053
0.08,11,8.232432975941134e-05,0.004066772659865483,5.199478155188458e-05,0.0504296175640553,0.15608686208724976,0.14694130420684814,0.1650112122297287,0.6075481001923724,0.4899850734184711
0.08,12,6.140070083037082e-05,0.0031475889805574818,3.774274949143615e-05,0.049941177541428156,0.16488438844680786,0.14864853024482727,0.166524738073349,0.6010411090967132,0.48531333765348783
0.08,13,7.84358711177876e-05,0.003735517646177708,4.290702521002533e-05,0.05163711449832006,0.16399170458316803,0.15247106552124023,0.17402613162994385,0.6206684723132994,0.501755970968683
0.08,14,0.00011620528937006598,0.005241658087539608,9.609840460031443e-05,0.051242155602865366,0.16166271269321442,0.14555670320987701,0.18393918871879578,0.6139839058969079,0.497902148449028
0.08,15,0.00014514202720002157,0.0039906784531224485,0.00010569182999319242,0.05129421467474225,0.14767153561115265,0.1314297765493393,0.16945548355579376,0.6165905827429237,0.49842208594881077
0.08,16,7.160214531975239e-05,0.002469378341764193,4.327056150408214e-05,0.0491773017417567,0.16464056074619293,0.14049461483955383,0.16695258021354675,0.5885617122417544,0.4778275078538631
0.08,17,0.00012093514334579667,0.005566544064471811,0.00010384962535074851,0.04294378310733987,0.16945138573646545,0.14704805612564087,0.17917180061340332,0.5146501551314098,0.41727114545589505
0.08,18,8.655936663915435e-05,0.004845363750287002,2.0536577608757913e-05,0.05191449407983736,0.14835381507873535,0.1412658393383026,0.17480583488941193,0.622213346202199,0.5044049787200833
0.08,19,9.72534067361972e-05,0.0043830520812183985,7.64389607433615e-05,0.050022794234548563,0.1641341745853424,0.1327076554298401,0.17473696172237396,0.601816648390235,0.486091056633978
