t,lambda,seed,model,risk,error,gain,speed,shift,hazard,rprime
0.7000000000000001,0.03,0,dtr,0.11245070397853851,0.03369140625,1.4482362270355225,0.9773383089616885,0.5864662952677081,1.3833410081398645,0.058984927315545346
0.7250000000000001,0.03,0,dtr,0.10872066766023636,0.0341796875,1.4942625761032104,1.1693479557993247,0.613363877341188,2.0432167546527515,0.07765117630696461
0.75,0.03,0,dtr,0.11523181945085526,0.03564453125,1.453198790550232,1.2883723506751132,0.6443198771596443,2.4121694883120406,0.08282072578566255
0.775,0.03,0,dtr,0.10898196697235107,0.03125,1.4536969661712646,1.274090916785152,0.676650510586857,2.3597974266601516,0.07629017617905685
0.8,0.03,0,dtr,0.11640273779630661,0.03369140625,1.4635603427886963,1.1341005875712384,0.7069578076884832,1.8824081048224675,0.07900836781145174
0.8250000000000001,0.03,0,dtr,0.11541451513767242,0.029296875,1.4495320320129395,0.9375779371086643,0.7328826562781018,1.2742145944451562,0.06488765273598056
0.8500000000000001,0.03,0,dtr,0.12020286172628403,0.03759765625,1.4190914630889893,0.7615472137722574,0.7540197686168975,0.8230079957421216,0.060019271336637495
0.875,0.03,0,dtr,0.10696706920862198,0.02685546875,1.4135687351226807,0.6449800582617733,0.7714681330403842,0.5880435697587424,0.04425004274702971
0.9,0.03,0,dtr,0.1270626336336136,0.03955078125,1.4456524848937988,0.5850779667879773,0.786745877437852,0.4948703045011525,0.04900238205926452
0.925,0.03,0,dtr,0.11516761034727097,0.0322265625,1.4283549785614014,0.5606564671983977,0.8010165628478503,0.4489829251992907,0.043784327002118865
0.9500000000000001,0.03,0,dtr,0.11631935834884644,0.0380859375,1.386504888534546,0.552662986417932,0.8149129683817894,0.42348902923170934,0.04676730897050661
0.9750000000000001,0.03,0,dtr,0.11919376254081726,0.03662109375,1.3961334228515625,0.5505473958610728,0.828696928327379,0.4231714401760199,0.047265449886864916
1.0,0.03,0,dtr,0.11137380450963974,0.03271484375,1.3944213390350342,0.5500925573530651,0.8424534261933321,0.42195443734693366,0.04119138369196996
0.0,0.0,0,standard,0.019553547725081444,0.00830078125,40.680519104003906,0.5500195759294482,0.0,12.306733039419733,-0.010628201781136286
0.025,0.0,0,standard,0.020343026146292686,0.00537109375,39.949249267578125,0.5500957557541805,0.013751211781421413,12.088856177285436,-0.0051185725247447494
0.05,0.0,0,standard,0.013909200206398964,0.0068359375,40.422325134277344,0.5504133524926879,0.027506695847084747,12.246139795428759,-0.013596900887746878
0.07500000000000001,0.0,0,standard,0.0192103311419487,0.0068359375,40.00986862182617,0.5515746695537964,0.04127862401377594,12.172387020107845,-0.008519089535635058
0.1,0.0,0,standard,0.018191836774349213,0.00634765625,40.87306594848633,0.5552938482726756,0.05510609368750584,12.603261300650242,-0.003226491790803505
0.125,0.0,0,standard,0.019157780334353447,0.00634765625,40.404544830322266,0.5657060414356064,0.06909791729953778,12.93039679450919,-0.012401373981643643
0.15000000000000002,0.0,0,standard,0.011873271316289902,0.0029296875,39.505859375,0.5911220898539365,0.08351489374738605,13.804347755989111,0.004374956939826847
0.17500000000000002,0.0,0,standard,0.022860947996377945,0.00927734375,40.379547119140625,0.6450160137468808,0.09889034407745922,16.79973525051769,-0.016193362211296584
0.2,0.0,0,standard,0.01460339967161417,0.0048828125,39.7169075012207,0.7437455001926387,0.11614055498429304,21.96970006044746,0.024328954960763607
0.225,0.0,0,standard,0.017509253695607185,0.0068359375,39.742713928222656,0.8986419426118937,0.13655060040346464,32.0945203848448,0.026796576091705673
0.25,0.0,0,standard,0.01687844842672348,0.0068359375,39.80510711669922,1.103657045245201,0.16149825385783378,48.48496393488442,-0.0012001394284346177
0.275,0.0,0,standard,0.018749121576547623,0.00537109375,38.41664505004883,1.3259169126718917,0.19188419191553718,67.53860024191728,0.02114237571035993
0.30000000000000004,0.0,0,standard,0.023384537547826767,0.0087890625,38.78856658935547,1.5096277445347932,0.227473594943615,88.39820950266204,0.09142694104478455
0.325,0.0,0,standard,0.028573138639330864,0.01025390625,38.103050231933594,1.5973782785174415,0.26655791981001314,97.22440461905111,0.07534822355064259
0.35000000000000003,0.0,0,standard,0.017725404351949692,0.0068359375,37.15800476074219,1.5588289111128772,0.3062768498642214,90.29200352755538,0.06679910977960794
0.375,0.0,0,standard,0.03460650518536568,0.0078125,37.8198356628418,1.407520806793591,0.34354889621519036,74.9254369805014,0.14298978720870364
0.4,0.0,0,standard,0.023476259782910347,0.0087890625,37.136756896972656,1.1932577150975578,0.3761254908891271,52.87769028055715,0.0975874271419934
0.42500000000000004,0.0,0,standard,0.036828480660915375,0.01416015625,37.013916015625,0.9758322484984031,0.4031905319711957,35.24644886282895,0.1185076646441209
0.45,0.0,0,standard,0.03243991360068321,0.01123046875,36.596153259277344,0.7987743724860363,0.4252617134011038,23.349827855573977,0.08063350766565201
0.47500000000000003,0.0,0,standard,0.029082724824547768,0.013671875,36.81199264526367,0.6782605111113583,0.4436068433132383,16.93489047473391,0.08204870630263929
0.5,0.0,0,standard,0.03948911279439926,0.0126953125,37.70166778564453,0.6083744243172243,0.45959922841076556,13.954120174046007,0.08512219697812
0.525,0.0,0,standard,0.038146499544382095,0.0107421875,37.798492431640625,0.5735648056407101,0.4743174651489809,12.434819006300923,0.07505929772136331
0.55,0.0,0,standard,0.04214583709836006,0.0146484375,37.97869873046875,0.5590653651368842,0.48844494375786507,11.870397336079899,0.0883788505149439
0.5750000000000001,0.0,0,standard,0.035056836903095245,0.0107421875,38.000404357910156,0.5561656605849407,0.5023651100691133,11.7542942726142,0.07233039034833891
0.6000000000000001,0.0,0,standard,0.05091911554336548,0.01416015625,37.54857635498047,0.5644531736219449,0.516343605088373,11.963253730889157,0.08987092785522706
0.625,0.0,0,standard,0.04616373032331467,0.013671875,37.131080627441406,0.5936595177351285,0.5307590670687033,13.086167009180404,0.09770484756458203
0.65,0.0,0,standard,0.06431132555007935,0.01806640625,38.175235748291016,0.6632705623340598,0.5463628139696421,16.79434896067621,0.13341295981013102
0.675,0.0,0,standard,0.03860894963145256,0.01171875,37.61167526245117,0.7925471876256265,0.5644262966271208,23.62506087225929,0.11499694157703995
0.7000000000000001,0.0,0,standard,0.08493386209011078,0.0244140625,38.129966735839844,0.9773383089616885,0.5864662952677081,36.42136941475806,0.2465790709856978
0.7250000000000001,0.0,0,standard,0.06635569036006927,0.01953125,37.298919677734375,1.1693479557993247,0.613363877341188,51.0015969313349,0.2666152371815365
0.75,0.0,0,standard,0.0732998177409172,0.0234375,37.602210998535156,1.2883723506751132,0.6443198771596443,62.41603464959852,0.3162274481565111
0.775,0.0,0,standard,0.07936210185289383,0.0234375,38.052894592285156,1.274090916785152,0.676650510586857,61.771555437961354,0.30730059096750845
0.8,0.0,0,standard,0.08281342685222626,0.0263671875,38.56597900390625,1.1341005875712384,0.7069578076884832,49.60295064366029,0.3114735695144649
0.8250000000000001,0.0,0,standard,0.09585897624492645,0.0302734375,38.512596130371094,0.9375779371086643,0.7328826562781018,33.85458960237233,0.298492202703693
0.8500000000000001,0.0,0,standard,0.09863266348838806,0.029296875,37.939414978027344,0.7615472137722574,0.7540197686168975,22.003121499108666,0.24173887735639252
0.875,0.0,0,standard,0.09490179270505905,0.0302734375,38.29673767089844,0.6449800582617733,0.7714681330403842,15.931415127227433,0.2025858702528389
0.9,0.0,0,standard,0.12655030190944672,0.03564453125,38.079586029052734,0.5850779667879773,0.786745877437852,13.035260223593443,0.22381156820873332
0.925,0.0,0,standard,0.11992792785167694,0.03662109375,38.0421257019043,0.5606564671983977,0.8010165628478503,11.957997230942459,0.20592566377896165
0.9500000000000001,0.0,0,standard,0.1432667374610901,0.044921875,38.9007682800293,0.552662986417932,0.8149129683817894,11.881709708711794,0.23828635602961792
0.9750000000000001,0.0,0,standard,0.13374018669128418,0.04052734375,39.016578674316406,0.5505473958610728,0.828696928327379,11.826020005042801,0.2272013268211159
1.0,0.0,0,standard,0.12911354005336761,0.03662109375,38.440948486328125,0.5500925573530651,0.8424534261933321,11.632301038117946,0.20385473584830843
